小区名,地址,楼层高度,建造年限
兰山香榭,顺庆马市铺马市铺路207号,,南
佳信阳光香缇,顺庆市政新区镇江西路二段101号,,南
惠丰巷小区,顺庆火车站惠丰巷91号,,南北
鸿升西河星宸,顺庆华凤高新大道一段202号,,南
南充公馆,顺庆市政新区万年东路36号,,南
尚水佳苑,顺庆市政新区规划八路,,南
宝信金色广场,顺庆华凤华生西路16号,,南
科兴印月湾,顺庆潆溪高新大道一段202号,,南
香榭春天(南区),"顺庆金鱼岭正阳东路38号,延安路436号",,南北
蓝光雍锦半岛,顺庆清泉坝澄泉路159号,,东
北岭颐园南区,顺庆北干道潆华南路二段,,南
果城路70号小区,顺庆西华师大果城路70号,,西北
正大花园,顺庆火车站铁昌路184-186号,,东南
北岭颐园东区,顺庆火车站潆华南路二段68号,,东南
恒大中航城(二期),顺庆清泉坝澄泉路,,东南
宝信金色广场,顺庆华凤华生西路16号,,东南
蓝光雍锦半岛,顺庆清泉坝澄泉路159号,,东南
蓝光雍锦半岛,顺庆清泉坝澄泉路159号,,东南
科兴印月湾,顺庆潆溪高新大道一段202号,,南
碧桂园原树缇香,顺庆恒大绿洲府荆路,,南
蓝光雍锦半岛,顺庆清泉坝澄泉路159号,,南
水天阁,顺庆南门坝二道巷18号,,南
金色愿景东苑,顺庆市政新区清风北路一段58号,,南
圣地华都,顺庆华凤西华路一段40号,,南
天乙华府,顺庆滨江大道滨江中路1段501号,,南
天和雅居,顺庆白土坝白土坝路194号,,南
海润滨江,顺庆滨江大道滨江中路一段,,南北
金色愿景东苑,顺庆市政新区清风北路一段58号,,南
清泉小区东区,顺庆市政新区清风北路二段28号,,南
和锦名苑,顺庆市政新区清泉寺南路31号,,南
天和雅居,顺庆白土坝白土坝路194号,,南
恒大中航城(二期),顺庆清泉坝澄泉路,,东
成衣街27号小区,顺庆人民花园成衣街27号附1号,,南北
凤翔新城,顺庆市政新区凤翔路48号,,南
蓝光雍锦半岛,顺庆清泉坝澄泉路159号,,东南
锦上花苑,顺庆市政新区清泉寺南路3号,,南
锦上花苑,顺庆市政新区清泉寺南路3号,,南
翠堤雅居,顺庆南门坝南门西街19号,,南
天府明珠,顺庆市政新区滨江北路三段56号,,南北
瑞丰花园,顺庆市政新区清源南路38号,,东北
印象森林,顺庆市政新区环都大道一段59号,,南
泰合尚渡,顺庆金鱼岭滨江中路一段97号,,南
恒大中航城(二期),顺庆清泉坝澄泉路,,东南
科兴印月湾,顺庆潆溪高新大道一段202号,,南
绿地城上海滩花园(二区),顺庆火车北站潆华北路二段,,南北
绿地城上海滩花园(一区),顺庆火车北站潆华北路一段,,南北
香槟小城(一区),顺庆火车站伍家坡街123号,,东
蓝光雍锦半岛,顺庆清泉坝澄泉路159号,,东南
鸿升西河星宸,顺庆华凤高新大道一段202号,,南
宁安巷278号小区,顺庆北湖公园宁安巷278号,,南北
碧桂园原树缇香,顺庆恒大绿洲府荆路,,东南
蓝光雍锦半岛,顺庆清泉坝澄泉路159号,,东南
滨江天地,顺庆市政新区规划八路,,南
香槟小城(一区),顺庆火车站伍家坡街123号,,南北
果城路70号小区,顺庆西华师大果城路70号,,南北
恒河常春藤大院,顺庆市政新区清风南路10号,,南
天府明珠,顺庆市政新区滨江北路三段56号,,南
石油新城东二区,顺庆市政新区镇江东路二段17号,,东南
南充市税务局职工宿舍,顺庆西门金绩街29号,,东南
金科集美天宸(一期),顺庆清泉坝清嘉路282号,,东南
科兴印月湾,顺庆潆溪高新大道一段202号,,南
天乙华府,顺庆滨江大道滨江中路1段501号,,南北
正大花园,顺庆火车站铁昌路184-186号,,南
江天花园B区,顺庆火车站延安路260号,,南
金鱼岭花园C区,顺庆金鱼岭金鱼街26附15号,,南
颐和嘉园东区,顺庆市政新区三元路6号,,南
鸿升西河星宸,顺庆华凤高新大道一段202号,,南
金科集美天宸(一期),顺庆清泉坝清嘉路282号,,东南
康路小区,顺庆西门西门坝街183号,,南北
龙吟华城,顺庆金鱼岭龙吟路33号,,南
赛场街9号小区,顺庆顺庆五星花园赛场街9号,,南北
金科集美天宸(一期),顺庆清泉坝清嘉路282号,,东南
佳兆业君汇上品,顺庆白土坝白土坝路308号,,南
恒河罗曼威森,顺庆华凤北湖路99号,,南
江与城(顺庆),顺庆市政新区清泉寺北路12号,,东
清泉小区东区,顺庆市政新区清风北路二段28号,,南
石榴紫宸府(别墅),顺庆市公安局潆华南路二段,,南
蓝光COCO香江,顺庆清泉坝饮泉路36号,,东南
中南世纪城,顺庆滨江大道清澜路二段1号,,东南
蓝光COCO香江二期,顺庆清泉坝清池路19号,,南北
金色愿景东苑,顺庆市政新区清风北路一段58号,,南
蓝光COCO香江二期,顺庆清泉坝清池路19号,,东南
金色愿景东苑,顺庆市政新区清风北路一段58号,,南
蓝光COCO香江二期,顺庆清泉坝清池路19号,,东
蓝光COCO香江,顺庆清泉坝饮泉路36号,,南
中南尚景阅,顺庆清泉坝惠泉路,,西南
coco香江三期,顺庆清泉坝清嘉路,,东南
科兴印月湾,顺庆潆溪高新大道一段202号,,南
鸿通文德中央大境,顺庆市公安局潆华中路二段,,东南
印象森林,顺庆市政新区环都大道一段59号,,南
coco香江三期,顺庆清泉坝清嘉路,,东南
马电花园,顺庆市政新区滨江北路二段72号,,南北
境界,顺庆市政新区锦亭路80号,,东南
蓝光COCO香江,顺庆清泉坝饮泉路36号,,东南
中南世纪城,顺庆滨江大道清澜路二段1号,,西南
南充恒大中航城,顺庆清泉坝清嘉路168号,,东南
英伦城邦,顺庆白土坝白土坝路288号,,南
蓝光COCO香江,顺庆清泉坝饮泉路36号,,西南
中南世纪城,顺庆滨江大道清澜路二段1号,,东南
金科集美天宸(二期),顺庆清泉坝清池路126号,,东南
蓝光COCO香江二期,顺庆清泉坝清池路19号,,东南
恒大中航城(二期),顺庆清泉坝澄泉路,,东南
蓝光COCO香江,顺庆清泉坝饮泉路36号,,东南
蓝光COCO香江,顺庆清泉坝饮泉路36号,,南
蓝光COCO香江,顺庆清泉坝饮泉路36号,,东南
中南世纪城,顺庆滨江大道清澜路二段1号,,东南
恒河常春藤大院,顺庆市政新区清风南路10号,,南
和锦名苑,顺庆市政新区清泉寺南路31号,,东
南充恒大中航城,顺庆清泉坝清嘉路168号,,东南
中南世纪城,顺庆滨江大道清澜路二段1号,,东
美宇书香蘭庭,顺庆恒大绿洲府荆中路一段19号,,东南
南充恒大中航城,顺庆清泉坝清嘉路168号,,西南
恒大绿洲,顺庆恒大绿洲府荆大道南段26号,,南北
铁投锦华府,顺庆华凤锦程路108号,,南
恒大中航城(二期),顺庆清泉坝澄泉路,,东南
中南世纪城,顺庆滨江大道清澜路二段1号,,东南
蓝光COCO香江二期,顺庆清泉坝清池路19号,,东南
海润滨江,顺庆滨江大道滨江中路一段,,南北
金科集美天宸(二期),顺庆清泉坝清池路126号,,东南
恒河常春藤大院,顺庆市政新区清风南路10号,,南
马电花园,顺庆市政新区滨江北路二段72号,,东南
恒大中航城(二期),顺庆清泉坝澄泉路,,东南
佳兆业君临,顺庆白土坝凤鸣路18号,,南
江与城(顺庆),顺庆市政新区清泉寺北路12号,,南北
鸿通翡翠城檀府,顺庆恒大绿洲通江大道,,南
铁投锦华府,顺庆华凤锦程路108号,,南北
海润滨江,顺庆滨江大道滨江中路一段,,南北
佳兆业君临,顺庆白土坝凤鸣路18号,,东
滨江天地,顺庆市政新区规划八路,,东南
金科集美天宸(一期),顺庆清泉坝清嘉路282号,,南
蓝光雍锦半岛,顺庆清泉坝澄泉路159号,,东南
蓝光雍锦半岛,顺庆清泉坝澄泉路159号,,南北
佳兆业君临,顺庆白土坝凤鸣路18号,,南
江与城(顺庆),顺庆市政新区清泉寺北路12号,,南北
恒大中航城(二期),顺庆清泉坝澄泉路,,东南
恒大中航城(二期),顺庆清泉坝澄泉路,,东南
江与城(顺庆),顺庆市政新区清泉寺北路12号,,东
恒河常春藤大院,顺庆市政新区清风南路10号,,南
佳兆业君汇上品,顺庆白土坝白土坝路308号,,东
中梁壹号院,顺庆清泉坝澄泉路19号,,东北
欧香小镇,顺庆白土坝潆华中路二段429号,,南北
蓝光雍锦半岛,顺庆清泉坝澄泉路159号,,东南
恒大中航城(二期),顺庆清泉坝澄泉路,,东南
佳兆业君汇上品,顺庆白土坝白土坝路308号,,东南
蓝光雍锦半岛,顺庆清泉坝澄泉路159号,,东
宏凌城市花园,顺庆华凤锦亭路36号,,南北
欧香小镇,顺庆白土坝潆华中路二段429号,,南北
蓝光香江国际,顺庆南门坝南门北街80号,,西
恒大中航城(二期),顺庆清泉坝澄泉路,,东南
海润滨江,顺庆滨江大道滨江中路一段,,东南
江与城(顺庆),顺庆市政新区清泉寺北路12号,,东
龙吟华城,顺庆金鱼岭龙吟路33号,,东
恒大中航城(二期),顺庆清泉坝澄泉路,,东南
恒大绿洲,顺庆恒大绿洲府荆大道南段26号,,南
蓝光雍锦半岛,顺庆清泉坝澄泉路159号,,东南
蓝光雍锦半岛,顺庆清泉坝澄泉路159号,,东南
恒大中航城(二期),顺庆清泉坝澄泉路,,东南
恒河常春藤大院,顺庆市政新区清风南路10号,,西南
蓝光雍锦半岛,顺庆清泉坝澄泉路159号,,东北
佳兆业君汇上品,顺庆白土坝白土坝路308号,,东
马电花园,顺庆市政新区滨江北路二段72号,,南
中梁壹号院,顺庆清泉坝澄泉路19号,,东
博雅豪庭,顺庆白土坝潆华南路二段158号,,东南
蓝光COCO香江,顺庆清泉坝饮泉路36号,,东南
锦上花苑,顺庆市政新区清泉寺南路3号,,南北
蓝光雍锦半岛,顺庆清泉坝澄泉路159号,,东南
清泉小区东区,顺庆市政新区清风北路二段28号,,南
蓝光雍锦半岛,顺庆清泉坝澄泉路159号,,东
蓝光雍锦半岛,顺庆清泉坝澄泉路159号,,东南
佳兆业广场,顺庆滨江大道正阳东路39号,,东南
鸿通文德中央大境,顺庆市公安局潆华中路二段,,东南
金科集美天宸(二期),顺庆清泉坝清池路126号,,南
中南世纪城,顺庆滨江大道清澜路二段1号,,南
滨江天地,顺庆市政新区规划八路,,东南
锦上花苑,顺庆市政新区清泉寺南路3号,,东
锦上花苑,顺庆市政新区清泉寺南路3号,,南北
恒河常春藤大院,顺庆市政新区清风南路10号,,南
恒大中航城(二期),顺庆清泉坝澄泉路,,东南
中南世纪城,顺庆滨江大道清澜路二段1号,,南北
恒大中航城(二期),顺庆清泉坝澄泉路,,东
佳兆业君汇上品,顺庆白土坝白土坝路308号,,南
海润滨江,顺庆滨江大道滨江中路一段,,南北
蓝光香江国际,顺庆南门坝南门北街80号,,西
江与城(顺庆),顺庆市政新区清泉寺北路12号,,东南
恒大绿洲,顺庆恒大绿洲府荆大道南段26号,,东南
coco香江三期,顺庆清泉坝清嘉路,,东南
恒大中航城(二期),顺庆清泉坝澄泉路,,东南
coco香江三期,顺庆清泉坝清嘉路,,东
恒大中航城(二期),顺庆清泉坝澄泉路,,东南
英伦城邦,顺庆白土坝白土坝路288号,,南
香榭春天(南区),"顺庆金鱼岭正阳东路38号,延安路436号",,东南
恒大中航城(二期),顺庆清泉坝澄泉路,,南北
马电花园,顺庆市政新区滨江北路二段72号,,南北
蓝光COCO香江二期,顺庆清泉坝清池路19号,,南
中南世纪城,顺庆滨江大道清澜路二段1号,,南
和锦名苑,顺庆市政新区清泉寺南路31号,,南
恒大中航城(二期),顺庆清泉坝澄泉路,,南北
城市首座,顺庆火车站金鱼岭路238号,,南
滨江天地,顺庆市政新区规划八路,,南
恒大绿洲,顺庆恒大绿洲府荆大道南段26号,,东南
恒大中航城(二期),顺庆清泉坝澄泉路,,西南
蓝光雍锦半岛,顺庆清泉坝澄泉路159号,,南北
龙吟华城,顺庆金鱼岭龙吟路33号,,南北
恒大中航城(二期),顺庆清泉坝澄泉路,,南北
中梁壹号院,顺庆清泉坝澄泉路19号,,东南
绿地城上海滩花园(二区),顺庆火车北站潆华北路二段,,东
蓝光雍锦半岛,顺庆清泉坝澄泉路159号,,东南
印象森林,顺庆市政新区环都大道一段59号,,南
敏捷星汇源著,顺庆市公安局华泰路,,东
蓝光雍锦半岛,顺庆清泉坝澄泉路159号,,南北
莲池路师院宿舍,顺庆北湖公园莲池路135号,,南北
莲池路师院宿舍,顺庆北湖公园莲池路135号,,南北
莲池路师院宿舍,顺庆北湖公园莲池路135号,,南北
莲池路师院宿舍,顺庆北湖公园莲池路135号,,南北
莲池路师院宿舍,顺庆北湖公园莲池路135号,,南北
莲池路师院宿舍,顺庆北湖公园莲池路135号,,南北
莲池路师院宿舍,顺庆北湖公园莲池路135号,,南北
莲池路师院宿舍,顺庆北湖公园莲池路135号,,南北
莲池路师院宿舍,顺庆北湖公园莲池路135号,,南北
莲池路师院宿舍,顺庆北湖公园莲池路135号,,南北
莲池路师院宿舍,顺庆北湖公园莲池路135号,,南北
莲池路师院宿舍,顺庆北湖公园莲池路135号,,南北
恒河常春藤大院,顺庆市政新区清风南路10号,,南北
蓝光COCO香江二期,顺庆清泉坝清池路19号,,东南
滨江美地,顺庆清泉坝滨江北路一段278号,,东南
格兰星河湾,顺庆南门坝玉带南路二段139号,,南
南充恒大中航城,顺庆清泉坝清嘉路168号,,东南
滨江天地,顺庆市政新区规划八路,,东南
恒大绿洲,顺庆恒大绿洲府荆大道南段26号,,东南
欧香小镇,顺庆白土坝潆华中路二段429号,,东南
凯旋帝景,"顺庆滨江大道外小北街17,19号",,南
龙吟华城,顺庆金鱼岭龙吟路33号,,南北
恒河常春藤大院,顺庆市政新区清风南路10号,,南
人民南路229号小区,顺庆顺庆五星花园人民南路229号,,东
莲池路师院宿舍,顺庆北湖公园莲池路135号,,南北
莲池路师院宿舍,顺庆北湖公园莲池路135号,,南北
滨江天地,顺庆市政新区规划八路,,南北
江与城(顺庆),顺庆市政新区清泉寺北路12号,,南北
春风玫瑰园,顺庆市政新区万年西路93号,,南
绿地城上海滩花园(三期),顺庆火车北站潆华北路,,东南
龙吟华城,顺庆金鱼岭龙吟路33号,,南北
瑞地楠郡,顺庆市政新区清泉寺北路216号,,南
宇华公寓,顺庆马市铺半边街81号,,南北
北岭颐园(北区),顺庆白土坝潆华南路2段68号,,南北
春风玫瑰园,顺庆市政新区万年西路93号,,东
恒大中航城(二期),顺庆清泉坝澄泉路,,南
潆凤花园,顺庆华凤潆华北路,,南北
敏捷星汇源著,顺庆市公安局华泰路,,南北
马电花园,顺庆市政新区滨江北路二段72号,,东南
香榭春天(南区),"顺庆金鱼岭正阳东路38号,延安路436号",,东南
佳兆业广场,顺庆滨江大道正阳东路39号,,南北
尚水佳苑,顺庆市政新区规划八路,,南北
天地山水,顺庆西山玉桂路2号,,南北
绿地城上海滩花园(一区),顺庆火车北站潆华北路一段,,北
马电花园,顺庆市政新区滨江北路二段72号,,东南
石油新城西区,顺庆市政新区镇江东路一段26号,,南北
金穗苑,顺庆西华师大北湖巷1号,,西南
莲池路师院宿舍,顺庆北湖公园莲池路135号,,南北
龙吟华城,顺庆金鱼岭龙吟路33号,,东
中南世纪城,顺庆滨江大道清澜路二段1号,,东
金色愿景,顺庆市政新区环都大道二段17号,,东南
coco香江三期,顺庆清泉坝清嘉路,,东
辉宇都市泊岸,顺庆潆溪潆康南路316号,,东南
欧香小镇,顺庆白土坝潆华中路二段429号,,南
春风玫瑰园,顺庆市政新区万年西路93号,,南
龙吟瑞景,顺庆市政新区镇江西路一段55号,,南
佳兆业君汇上品,顺庆白土坝白土坝路308号,,南北
金树湾,顺庆市政新区镇江西路二段133号,,南
英伦城邦,顺庆白土坝白土坝路288号,,南北
春风玫瑰园,顺庆市政新区万年西路93号,,南北
蓝光COCO香江二期,顺庆清泉坝清池路19号,,东南
石油新城东二区,顺庆市政新区镇江东路二段17号,,南北
祥和小区(顺庆),顺庆市政新区镇江东路一段61号,,南
江与城(顺庆),顺庆市政新区清泉寺北路12号,,南
龙吟华城,顺庆金鱼岭龙吟路33号,,南北
南充恒大中航城,顺庆清泉坝清嘉路168号,,东南
学府名城,顺庆华凤西华路三段111号,,东
北岭颐园南区,顺庆北干道潆华南路二段,,东南
马电花园,顺庆市政新区滨江北路二段72号,,南北
莲池路师院宿舍,顺庆北湖公园莲池路135号,,南北
江与城(顺庆),顺庆市政新区清泉寺北路12号,,北
悠山丽景,顺庆华凤潆华南路96号,,东南
天府明珠,顺庆市政新区滨江北路三段56号,,东西
丝绸小区(彩龙巷),顺庆顺庆五星花园彩龙巷54号,,南北
春风玫瑰园,顺庆市政新区万年西路93号,,南
绿地城上海滩花园(二区),顺庆火车北站潆华北路二段,,东南
天府明珠,顺庆市政新区滨江北路三段56号,,南
鸿通春天花城,顺庆华凤站前大道一段6号,,南北
新豪天地,顺庆白土坝白土坝路,,南
领地天屿,顺庆华凤金鱼岭路599号,,东南
龙吟华城,顺庆金鱼岭龙吟路33号,,东南
马电花园,顺庆市政新区滨江北路二段72号,,南
西门坝街54号小区,顺庆顺庆五星花园西门坝街54号,,南北
天和雅居,顺庆白土坝白土坝路194号,,南北
金树湾,顺庆市政新区镇江西路二段133号,,南北
绿地城上海滩花园(一区),顺庆火车北站潆华北路一段,,南
恒河常春藤大院,顺庆市政新区清风南路10号,,南
恒河常春藤大院,顺庆市政新区清风南路10号,,南
龙吟瑞景,顺庆市政新区镇江西路一段55号,,西南
潆凤花园,顺庆华凤潆华北路,,南北
春风玫瑰园,顺庆市政新区万年西路93号,,南
滨江天地,顺庆市政新区规划八路,,南
尚水佳苑,顺庆市政新区规划八路,,南
敏捷星汇源著,顺庆市公安局华泰路,,南
果山街84号院,顺庆顺庆五星花园果山街84号,,南北
赛场街9号小区,顺庆顺庆五星花园赛场街9号,,南北
敏捷星汇源著,顺庆市公安局华泰路,,东南
塞维利亚,顺庆市政新区清泉寺北路23号,,南
春风玫瑰园,顺庆市政新区万年西路93号,,东
宝信金色广场,顺庆华凤华生西路16号,,南北
欧香小镇,顺庆白土坝潆华中路二段429号,,南
辉宇都市泊岸,顺庆潆溪潆康南路316号,,东南
恒河常春藤大院,顺庆市政新区清风南路10号,,南北
春风玫瑰园,顺庆市政新区万年西路93号,,南
恒大中航城(二期),顺庆清泉坝澄泉路,,南
滨江天地,顺庆市政新区规划八路,,南
尚水佳苑,顺庆市政新区规划八路,,南
春风玫瑰园,顺庆市政新区万年西路93号,,南北
金树湾,顺庆市政新区镇江西路二段133号,,东
金色太阳城,顺庆西华师大环都大道二段6号,,东
印象森林,顺庆市政新区环都大道一段59号,,南
香槟小城(二区),顺庆火车站伍家坡街76号,,南北
恒大中航城(二期),顺庆清泉坝澄泉路,,东
金科集美天宸(二期),顺庆清泉坝清池路126号,,南
中南世纪城,顺庆滨江大道清澜路二段1号,,东南
佳信阳光香缇,顺庆市政新区镇江西路二段101号,,西南
春风玫瑰园,顺庆市政新区万年西路93号,,南北
塞维利亚,顺庆市政新区清泉寺北路23号,,南
马电花园,顺庆市政新区滨江北路二段72号,,南北
恒河常春藤大院,顺庆市政新区清风南路10号,,南
佳信阳光香缇,顺庆市政新区镇江西路二段101号,,南北
印象森林,顺庆市政新区环都大道一段59号,,南北
绿地城上海滩花园(二区),顺庆火车北站潆华北路二段,,东
果城路31号小区,顺庆人民花园果城路31号,,东
佳信阳光香缇,顺庆市政新区镇江西路二段101号,,南
金港湾,顺庆华凤凤天路150号,,南北
北岭颐园(北区),顺庆白土坝潆华南路2段68号,,南北
塞维利亚,顺庆市政新区清泉寺北路23号,,南
蓝光COCO香江,顺庆清泉坝饮泉路36号,,南北
明宇帝壹家西区,顺庆南门坝文峰街二段87号,,东
鸿通南充院子,顺庆华凤佳华路219号,,南北
中南世纪城,顺庆滨江大道清澜路二段1号,,南
南充公馆,顺庆市政新区万年东路36号,,南
天誉栖山府,顺庆马市铺南充市顺庆区金融大道,,东南
逸城天空之城,顺庆市政新区滨江中路一段442号,,南
世纪天骄,顺庆华凤师大路一段38号,,南北
锦绣北湖,顺庆北湖公园文化路89号,,南北
龙川半岛,顺庆西山丹桂路19号,,南北
春风玫瑰园,顺庆市政新区万年西路93号,,南北
绢纺大院,顺庆华凤宁安巷81号,,南北
育英路42号小区,顺庆西华师大育英路42号,,南北
北岭颐园(北区),顺庆白土坝潆华南路2段68号,,东南
莲池路85号院,顺庆西华师大莲池路85号,,南北
骏达小区,顺庆顺庆五星花园双福街71号,,东南
海润滨江,顺庆滨江大道滨江中路一段,,南
莲池路师院宿舍,顺庆北湖公园莲池路135号,,南
北城御景,顺庆潆溪潆溪街道潆康北路（27路终点站）,,南
恒河常春藤大院,顺庆市政新区清风南路10号,,南
潆凤花园,顺庆华凤潆华北路,,东
筑韵丽都花园,顺庆市政新区镇江西路二段173号,,南
天誉栖山府,顺庆马市铺南充市顺庆区金融大道,,东南
科兴印月湾,顺庆潆溪高新大道一段202号,,南
逸城天空之城,顺庆市政新区滨江中路一段442号,,南
鸿通文德中央大境(新房),顺庆市公安局潆华大道欧香小镇正对面,,南
明宇帝壹家西区,顺庆南门坝文峰街二段87号,,东北
正大花园,顺庆火车站铁昌路184-186号,,南北
锦绣北湖,顺庆北湖公园文化路89号,,南北
蓝光香江国际,顺庆南门坝南门北街80号,,东
香榭春天(南区),"顺庆金鱼岭正阳东路38号,延安路436号",,东南
龙湾凤凰台(新房),顺庆市政新区西华路二段南,,南
金色愿景东苑,顺庆市政新区清风北路一段58号,,南北
宁安巷278号小区,顺庆北湖公园宁安巷278号,,南北
鸿通文德中央大境(新房),顺庆市公安局潆华大道欧香小镇正对面,,南
辉宇都市泊岸,顺庆潆溪潆康南路316号,,南北
蓝光COCO香江,顺庆清泉坝饮泉路36号,,南北
莲池路师院宿舍,顺庆北湖公园莲池路135号,,南北
印象森林,顺庆市政新区环都大道一段59号,,南
金为领地悦城(新房),顺庆白土坝北部新城果州大道,,南
龙川半岛,顺庆西山丹桂路19号,,南北
敏捷星汇源著(新房),顺庆市公安局南充市顺庆区华泰路,,南
天誉合府(新房),顺庆南门坝春江路一段139号,,南
铁投锦华府,顺庆华凤锦程路108号,,西北
辉宇都市泊岸,顺庆潆溪潆康南路316号,,南北
清泉小区东区,顺庆市政新区清风北路二段28号,,南
龙吟华城,顺庆金鱼岭龙吟路33号,,南北
金为领地悦城(新房),顺庆白土坝北部新城果州大道,,南
鸿升西河星宸,顺庆华凤高新大道一段202号,,南
上城家园,顺庆金鱼岭金鱼岭407号,,东南
恒大绿洲,顺庆恒大绿洲府荆大道南段26号,,东南
丁字街11号院,顺庆顺庆五星花园丁字街11号,,西南
莲池路师院宿舍,顺庆北湖公园莲池路135号,,南北
丁字街11号院,顺庆顺庆五星花园丁字街11号,,西南
左岸枫景,顺庆西山丹桂路28号,,南北
锦绣北湖,顺庆北湖公园文化路89号,,南北
鸿通春天花城,顺庆华凤站前大道一段6号,,东南
鸿通公园1988(新房),顺庆白土坝金融大道与新城一路交汇处,,西南
宁安巷278号小区,顺庆北湖公园宁安巷278号,,南北
马电花园,顺庆市政新区滨江北路二段72号,,南北
中南世纪城,顺庆滨江大道清澜路二段1号,,南
北岭颐园(北区),顺庆白土坝潆华南路2段68号,,东北
悦府,顺庆南门坝大南街29号,,东北
蓝光香江国际,顺庆南门坝南门北街80号,,西
江与城(顺庆),顺庆市政新区清泉寺北路12号,,南
白土坝小区,顺庆华凤师大路376号,,东南
龙湾凤凰台(新房),顺庆市政新区西华路二段南,,西
中南世纪城,顺庆滨江大道清澜路二段1号,,南北
天誉栖山府,顺庆马市铺南充市顺庆区金融大道,,东南
明宇帝壹家西区,顺庆南门坝文峰街二段87号,,东
恒大中航城(二期),顺庆清泉坝澄泉路,,东南
恒大中航城(二期),顺庆清泉坝澄泉路,,东南
莲池路师院宿舍,顺庆北湖公园莲池路135号,,南
黄桷树小区,顺庆华凤金鱼岭路151号,,南
格兰星河湾,顺庆南门坝玉带南路二段139号,,东
北岭颐园东区,顺庆火车站潆华南路二段68号,,南北
蓝光COCO香江二期,顺庆清泉坝清池路19号,,南北
鸿升西河星宸,顺庆华凤高新大道一段202号,,南
蓝光COCO香江,顺庆清泉坝饮泉路36号,,东南
石油新城东二区,顺庆市政新区镇江东路二段17号,,北
欧香小镇,顺庆白土坝潆华中路二段429号,,南北
春风玫瑰园,顺庆市政新区万年西路93号,,南
和锦名苑,顺庆市政新区清泉寺南路31号,,南北
科华云玺台二期,顺庆市政新区荆溪街道通江东路一段130号,,南
佳兆业君临,顺庆白土坝凤鸣路18号,,东
辉宇都市泊岸,顺庆潆溪潆康南路316号,,南北
莲池路师院宿舍,顺庆北湖公园莲池路135号,,南
南充恒大中航城,顺庆清泉坝清嘉路168号,,南
瑞露嘉都,顺庆南门坝文峰街二段2号,,南
中南尚景阅,顺庆清泉坝惠泉路,,南北
龙吟华城,顺庆金鱼岭龙吟路33号,,东南
金色愿景,顺庆市政新区环都大道二段17号,,南北
马电花园,顺庆市政新区滨江北路二段72号,,南
莲池路师院宿舍,顺庆北湖公园莲池路135号,,南
川北医学院附属医院住宅小区(金华街),顺庆西门金华街18号,,东南
北城御景,顺庆潆溪潆溪街道潆康北路（27路终点站）,,南
春风玫瑰园,顺庆市政新区万年西路93号,,南
蓝光COCO香江二期,顺庆清泉坝清池路19号,,南
裕民苑,顺庆火车北站玉带中路一段99号,,南北
塞维利亚,顺庆市政新区清泉寺北路23号,,南
北岭颐园(北区),顺庆白土坝潆华南路2段68号,,南北
锦绣北湖,顺庆北湖公园文化路89号,,南北
鸿通公园1988(新房),顺庆白土坝金融大道与新城一路交汇处,,西南
鸿通文德中央大境(新房),顺庆市公安局潆华大道欧香小镇正对面,,南
天誉栖山府,顺庆马市铺南充市顺庆区金融大道,,东南
龙吟华城,顺庆金鱼岭龙吟路33号,,南北
钰岭锦城,顺庆市政新区潆康东路15号,,南北
蓝光COCO香江,顺庆清泉坝饮泉路36号,,南
天誉合府(新房),顺庆南门坝春江路一段139号,,南
佳家绿城,顺庆北干道石油南路78号,,南北
石油新城东二区,顺庆市政新区镇江东路二段17号,,南
欧香小镇,顺庆白土坝潆华中路二段429号,,南
南充恒大中航城,顺庆清泉坝清嘉路168号,,东南
明宇帝壹家西区,顺庆南门坝文峰街二段87号,,东
泰合尚渡,顺庆金鱼岭滨江中路一段97号,,东南
石油新城东二区,顺庆市政新区镇江东路二段17号,,南
佳家绿城,顺庆北干道石油南路78号,,南北
天誉合府(新房),顺庆南门坝春江路一段139号,,南
蓝光雍锦半岛,顺庆清泉坝澄泉路159号,,东南
江与城(顺庆),顺庆市政新区清泉寺北路12号,,南北
科兴印月湾,顺庆潆溪高新大道一段202号,,南
天誉栖山府,顺庆马市铺南充市顺庆区金融大道,,东南
绿地城上海滩花园(一区),顺庆火车北站潆华北路一段,,南北
蓝光香江国际,顺庆南门坝南门北街80号,,东
碧桂园凤栖阁(新房),顺庆白土坝金鱼岭路（食品药监局旁）,,南
绿地城上海滩花园(三期),顺庆火车北站潆华北路,,南北
碧桂园凤栖阁(新房),顺庆白土坝金鱼岭路（食品药监局旁）,,南
蓝光雍锦半岛,顺庆清泉坝澄泉路159号,,南
恒大中航城(二期),顺庆清泉坝澄泉路,,东北
金为领地悦城(新房),顺庆白土坝北部新城果州大道,,南
金为领地悦城(新房),顺庆白土坝北部新城果州大道,,南
蓝光COCO香江二期,顺庆清泉坝清池路19号,,南
莲池路师院宿舍,顺庆北湖公园莲池路135号,,南
莲池路师院宿舍,顺庆北湖公园莲池路135号,,南
鹏城星座,顺庆南门坝南门西街83号,,东
西门坝街249号院,顺庆西门西门坝街249号,,南北
恒大中航城(二期),顺庆清泉坝澄泉路,,南
昌信万卷山河,顺庆华凤南门坝西山西河畔,,南
宝信金色广场,顺庆华凤华生西路16号,,南北
佳信阳光香缇,顺庆市政新区镇江西路二段101号,,南北
蓝光雍锦半岛,顺庆清泉坝澄泉路159号,,东北
